HolderAddress,Balance,Airdrop
0x5f86f85898a322cb0a517f5ee678f4ea0049a99f,42.57,0.4257
0xa429bb8eb9c8a925aca700687fdaac8e933ddaa7,42.48813638,0.424881364
0x7cb5f59bf909b07472e692d65ef420d957fcedc2,42.10647501,0.42106475
0x5eca4b603fe8f759032947824e15946957bd5e78,42.0000097,0.420000097
0x58ce64310499e1d23c652e8fc8d9b91d082f433c,41.92835758,0.419283576
0x0dd453d17f281a7e27b56d233b6aca07e4078da5,41.35219767,0.413521977
0x50258d71ac367e1217266f266115e917e0c6c98c,41.31783994,0.413178399
0x1b31f83192c53165d6fea6d5f56166c9828ae077,40.49921287,0.404992129
0x7d39cbd5ec0aa404eb25cf95e9a050ab53622d10,40.4134533,0.404134533
0xecc384eaea4d8e7d17e3155d8a421898c8cc747d,40.07826937,0.400782694
0xe8ffd010f8aabe9b1df504b77370a37f33e6ead9,40.00000001,0.4
0x6b7d1827f87eb5746806fdbdf033dad8c346f244,40,0.4
0x3f6d986742434307dec2585295d2381e8f976840,39.64569897,0.39645699
0xbced923cdf488f8d1293b6163f2efbd9b1a563de,39.00336904,0.39003369
0x7f7fe82ad7df562e91ebd5e7e93e3a7ca34e7e69,37.18536802,0.37185368
0xda776cfb6afcaf0827afa251ebf44be256d75933,37,0.37
0xb2907b42e9020c0b694aeb259e1f7d89f3a768af,36.72741154,0.367274115
0xf782851d3c22b9f1a60f5d1f2ff26babaf569e93,36.2901329,0.362901329
0xe033f77d42aaa46227c6d5b2da3f79e67cb5037c,36.25578,0.3625578
0x95a1c8176d21889ff814af79b94014d1de472003,36.16980857,0.361698086
0x184a6f866490085ae85b24a88a1b6f9a46292dab,35.62297842,0.356229784
0x3406ddb67a130ecf7f81599cbc815afd45a78cb2,35.48600414,0.354860041
0xd91e5e9155e9a33cc47079d46e187c826784bdc4,35.35605146,0.353560515
0x563141c63bc83ce2c209543b46419d80adf4dab2,34.873138,0.34873138
0x5e3a9a25c264c1466d131aa67a0152a27dd73366,34.63411147,0.346341115
0x8831c5321a79b32405bc3e9ad7fdb8c06c7122ab,34.22686045,0.342268604
0x3175ee31b7a60e181fea374422f105a97168eaca,34.0764157,0.340764157
0x4a0b3ccd6e95096bd8a4f43c242331b0ef6d274f,33.98620918,0.339862092
0xf9858dc1a696b0c7758fcbedf8c71e0a72801a26,33.165,0.33165
0x8a6036b8f46a4f6243716dd667a87627448a8551,33.04831866,0.330483187
0x06a64b8e0f60d0c7872e89e16caf32e634f56893,31.84138222,0.318413822
0xd05a849c6505381d48a54cf0b4f91a46ddd43811,31.56859744,0.315685974
0xde2ef07161052cb8daa6019e79c46b36f9381622,31.284,0.31284
0xee971328d7cb107fb1be5ff3e9417e5b861f07e3,31.00792875,0.310079288
0x53bf423ae0991a5c7f3eb2f2be8305da9b795b77,30.91371814,0.309137181
0x1deb3850999b8098f27f1185ce4a2c20b60d1232,30.82517185,0.308251719
0xe6f24d27cc8cdbe9d195ca56ce2bc3cf1399ee06,30.82327925,0.308232792
0x2dc6e68cfc0b3f20a000379d7baf57936876429f,30.3458158,0.303458158
0x523fd339963643167ff6c6b91c5b4283e032bd35,30.20362682,0.302036268
0x179161ebdc663514808f30cf4f4542704d18769a,30.05062558,0.300506256
0x22e3353419084218963a47581a71d1824c5857d5,30.00002519,0.300000252
0x6f158c0d782bfe55c4512bb8ee03803b690c2736,30,0.3
0x4e977aa87310f39a1ade608de09ed6bf092992fe,29.23687598,0.29236876
0x85346a186897a571ade059e1f7b51f37c2e45fb0,29.23630619,0.292363062
0x111a4daf0380ffc36540f003ca55280fa8df2047,29.10352525,0.291035253
0x1db70d5604ea0061ea8f439c95cea27501a897c9,28.80647905,0.28806479
0x750dc5884b1465e30c646893184602691a43d8f6,28.77534,0.2877534
0xcef6222efdda8b7328e70c746b2801c765a188b5,28.65447576,0.286544758
0xe2a38ec87f91ef00cb0805797c7a9dd202947ea0,28.51183813,0.285118381
0x5f840163f6de31ebea0885c7467a56863df55fb5,28.48270892,0.284827089
0xcc55100adae1cf32e22c33428850f7e182b9d892,28.07781226,0.280778123
0xc393f504e368881a60e32ec9ac919d8719297d14,27.59654075,0.275965408
0x2666b4ecb78fa9fce8d123868e190057e540fcfb,27.00003248,0.270000325
0x1ce50732f8f8d2f1340ef3e44847aba5b306ab9d,26.69045377,0.266904538
0x706a7da0d03241b99fd7a65eed697e24fdb18b5b,26.37099499,0.26370995
0x4fe3e8c4429ac6d24a362d12585156d8e9f67494,26.14630581,0.261463058
0x96ddcb8c3565c3d3b439def583072e812eb951c7,26.07638474,0.260763847
0xd43760550b5c08cde580ac4e41675274802b782d,25.74,0.2574
0xb06e2596d630d888d50d556bf279b08017792987,25.049,0.25049
0xd23df5c66b87a07205950064406a3d22fe968936,25.03955926,0.250395593
0x5ced655e39ac7f3593ae8073e02ee4416d59e583,25.01136944,0.250113694
0x74369b452568e2e13bdeb0314f4af2ca540027c8,25.00002028,0.250000203
0x1cc03e26055987a3c2c17e1981508e1584868dae,25,0.25
0x23b18ea26c367c77271206525ca867831c802305,24.27513609,0.242751361
0x4b8985548c281d3be1dbb63719e9fd31ccfd0361,23.86409249,0.238640925
0x1411dfba0e191e8f4b44fc9f99f4e6d9e5df34bf,23.859,0.23859
0xa9b953163caf58208b5fb1ee49ea09ef83536f78,23.22206167,0.232220617
0x85ff35464f4102bdc30fc960867789ef0662dd5a,23.11656069,0.231165607
0x88b540eca2b5ad930d8426bcda068369da875eed,22.77,0.2277
0x58102a7a1d9ebd9e06221fe53d1c08875f370b50,22.77,0.2277
0xbb14ae701342a2a0899f75f6c4acb5ccec0ff4af,22.61624699,0.22616247
0xdf149d0eedcb5bb9e2e4f7b00192092d404a5b7e,22.5128068,0.225128068
0xafa6091739c72bd7c5e554713d6af817c71343ea,22.275,0.22275
0xb8be52d66245d1a3012e1d11f5f2fdd1819ba58e,21.90772589,0.219077259
0xd90413028fb465509d40b00868df780957868e82,21.28302,0.2128302
0xbb62456f382b4f799937f6ec791718437e8490d8,21.07551308,0.210755131
0x485f2a6d13d3dfb17a03e685a2967afc84122040,21,0.21
0x5224b68d9079631fcc09062378a7ffd73ab38b39,20.899989,0.20899989
0xbb996872a7f3f1247ec1c05db283949ac2651014,20.713062,0.20713062
0xe595fa4bfba3e160ad0a67ae553b9b25d5ec21e1,20.5114457,0.205114457
0x6abb8193aad8aa588a3b8b65be35e721ddf6da4b,20.45060378,0.204506038
0x43d4b4551bc9cd2f1770e5fc59b043043a80d167,20.29962417,0.202996242
0xfa532b1c33f29d01f6b55dbc327f099a51d09743,20.29051276,0.202905128
0xba2d4da91d5bd97ab80af9ccc6ac41f49e6227f0,20.0464475,0.200464475
0xfb10d151b536b017ce1d26f36f67321f43267dd1,20.01195033,0.200119503
0x298e55cd66541c4efde46e14da6580637d28ad87,20,0.2
0x27ed698a90c884417572e54770f580c7383dc5de,19.82985375,0.198298537
0x87c64c3b466671f08b7d914140497fe7fe4de4ba,19.8,0.198
0x8b17e8d5981c6c0e9f9e89404b7cc6ab940e4800,19.78625349,0.197862535
0xe3afadd7191d2d9ae1e49f2948444d34920e2bc1,19.733769,0.19733769
0xfa063c235bdd6d39faa37c6d57e0dcff7e7d9bbf,19.503,0.19503
0xf4d89b5383dd90cbced093bf104a228201b0f495,19.467967,0.19467967
0xc482e22461a2d252664bd645093ee77d5d225a6d,18.76354587,0.187635459
0xf3a30eb9ebf527c1f019c777d22f258d101ff819,18.4310887,0.184310887
0x9ae4d486419349c99670f396c3d093800dfbcf36,18.216,0.18216
0x2e1fb7b857640153aeb524f83751cfb8653cb98d,18.15884117,0.181588412
0xdeaddd210a4b8c76e1a41a1ecdf8680365c42e21,18.13064618,0.181306462
0xb4e32f87a71bccf08689a93865d6668e76157907,18.07229648,0.180722965
0xcf7a2743d3674dfbb758ac24611de3359e0493ac,17.9128423,0.179128423
0x097b0ce1c5e8bc1c007450e17dd473f59350c26c,17.85318352,0.178531835
0xf253b502a51ed975a869a2fba10edf380c10c5f2,17.721,0.17721
0x0055cd3ee8a5fcaa1069f6cc204bf6d28458646a,17.721,0.17721
0x2b96b279585afd8834243c9b3d13979bcae3c648,17.64365041,0.176436504
0xa2ed430e101d385308efc2593a22edf22a7ad061,17.51705708,0.175170571
0x5145e0f83c65a77e222a95ceb4e3cdf4a90008c3,17.38605148,0.173860515
0x075224bde128044feddfdcb573517b1128309edc,17.3555083,0.173555083
0xb3c6afa7657a86374ddca95e73d47e56bb7c3ad6,17.21827181,0.172182718
0x49a368d91d78684c45a1e92ebcec38b8bd122a84,17.19625393,0.171962539
0xf6cc79d504b3e12052173c28f1de343aa81310b1,16.83296126,0.168329613
0x97085d5673dd563ff2d1f2fa2707120332938b03,16.83064455,0.168306445
0xcce93deefba2cafc8f49c10131ae1a7c496299ff,16.35122467,0.163512247
0xefacc7909c0f4a7d2bcd1dcf3f3909d98ebf45e5,16.26963402,0.16269634
0x94e467499db211143a2d0d2f49c1ae6841dc6c14,15.9309465,0.159309465
0x64e9b13d201d8f5b40760e2e7fba1ea48dd9acee,15.60107177,0.156010718
0xa12bb4e3a102b4826f0113901896f1824bf1d727,15.30053136,0.153005314
0x780f6df5769b9d6f21ed3c26ba899a1b98fdbdae,15.147,0.15147
0x12f4b3e4f454a367659bc6d7678b76be62aa93ee,15.12071253,0.151207125
0xd82a465d3372af8e694ef324553127e830b71d03,15.10004925,0.151000493
0x463d2102195cca84970b99d6250cadd9a0ba2440,15.0809967,0.150809967
0x28e8b578f4281ef857e58017c8094552866a40c7,15.07547181,0.150754718
0x3c5e4b989d43c3f6b28fbc482a40bd17c8135834,15.00048424,0.150004842
0xc43420647ad055e75e26396eb4874fdff1ca16f5,15.00009445,0.150000945
0xdea60c7218e1662825b2af2598f22728d2efe8e4,14.99291496,0.14992915
0xce855512abd28fe9445d33ef3130eca27cdf56f8,14.88069,0.1488069
0x8508b8d97cb5ea70716552edd7f55a7a6b55cf98,14.67943257,0.146794326
0x8f069249e0ef3d50090ee0629768a671ef23d766,14.64305857,0.146430586
0xd89eb25d6136eedeb6ef0eb643d51afbae336a06,14.53081072,0.145308107
0xcf3d0c7ed00158b908d0377ea57519672f63e0f0,14.46268948,0.144626895
0x282fe949bdee142b33cb3fe0f94269ed0637a647,14.37218631,0.143721863
0x70fcf9a731483482c25d71422057733dceaf518c,14.31412237,0.143141224
0x00a62c495cf6cd603f670fe126f28ebd358daacd,14.28495502,0.14284955
0xdfee9d0f5d58b7445c3928154db0e78559e782cd,14.02743899,0.14027439
0x6ba810fbb46d3d5ac8612b78fbc8cb13e9c5a85b,13.8,0.138
0x657c0e56a057af304b8bf43e96fb1fabeeade178,13.61816399,0.13618164
0xad664064d16012af4b3087648015a738fb40ada1,13.56343065,0.135634306
0x29da20e17c938623de8023d0e76eaa87a8fdeee5,13.52167859,0.135216786
0xa3c256001814e6460e1cc40b39c0d95061da9b3c,13.49763083,0.134976308
0x08dd3757bd2bd586f74140680e20a3b9c591dd8e,13.48003395,0.13480034
0x2f10f648e903e1cf2aac71acbf139cf6af9671a2,13.32945516,0.133294552
0xafff274d565a411d2b0141c9fdfafa43802057c0,13.3145,0.133145
0xf2d721def44caae1959f7e87d3bcf0c5731cc2bf,13.1587281,0.131587281
0xc037b5db4ff886bafb810660c96203c1ee196715,13.10533837,0.131053384
0x01de59e3e61b7af7b3c3f8783dbcd74b55edf258,13.10295531,0.131029553
0x3c1acf05c4dcc8ef94cf7ff48f64f5757aafb9db,13.04355795,0.13043558
0x29d7221417ba2307817d8a8e56439e61bbbd1f9b,13.0122369,0.130122369
0xc8e7f00deea974458fc33ee92527c4189220ecb1,12.98011703,0.12980117
0x6207d48a68c8d5f420bfc24fce4668d025ddc869,12.53845628,0.125384563
0xe92c005b561c52ff15ff0820ceaba3e1158eb1bc,12.46661772,0.124666177
0x72fde20960b7fb355df8596e06fba9180f4b6a9e,12.17211779,0.121721178
0x0e746bba32f9a9cb6d02e2ee54fa5f65b3f90297,12.10298217,0.121029822
0x0a5be49de3b5c58bf1e23ec39a974c62acd621fb,12,0.12
0x5a58085089f5e4507d17260cf8ede6b7d18650b8,11.88,0.1188
0x69cb02cfef33af421fa8f4908903e931d8c33b96,11.863368,0.11863368
0x142b9e4aa6559d0cfbed728b18821a639b4352ba,11.84828274,0.118482827
0x5eb68b3bd51fc0e4233a3e4ab37175587b0bb227,11.84162523,0.118416252
0xf3b0dc9e018fa7f86e8dc7372ac4c11e215688bd,11.65,0.1165
0xf26c90c91c698adcbb55a9ab65a4d955a7df3ea3,11.56498927,0.115649893
0xb8bb8ce13d7ae06f247e4b6595753351a80b64c3,11.50034914,0.115003491
0x49d61d6545fdd6a9501653e47361cc3f4522473f,11.48833426,0.114883343
0x521728a37b66d5fdd6ccb5665da323a9be628c53,11.46740714,0.114674071
0x1896233dc83d8d2e42d0ffe677ef60ec5c5e6d30,11.385,0.11385
0x3436807ad08f448863e05ab33e525dab3e379705,11.385,0.11385
0x2ff0ffcf3fe9f47e7bb4d2c140697d493722dd3a,11.31468533,0.113146853
0x4241ba0a2a7b400f0d2812cf89050fc3a1735c83,11.28891816,0.112889182
0xe76c88afc8884901a0fca85686bebac02b788ce3,11.28727548,0.112872755
0xb2182f0ca1f7bd80396580fdea28022b44e5247b,11.26936049,0.112693605
0x9f47b0ec2ab935ca4ed1fbb20f8dc827dab69613,11.23664394,0.112366439
0x5432b35e7fcca3b0a2fc34889d2910ae69a0e62b,11.1147398,0.111147398
0xb3c5f75de1e7d858a20ea7fbc7790a6c856b4873,11.02757484,0.110275748
0x7e8cbcfe82fb9ffe385a993973b46736764e3bf9,11.0000646,0.110000646
0x3dd0d00d4f367a8eb6b6bc10aeece6d43b586a7d,11,0.11
0xf5eb02097c89c3dbdae585869ee8e41e6c8a0a6e,10.89,0.1089
0x861ff93bc3116d7295a162870b7ce30dc6b52e73,10.75006017,0.107500602
0xafab7a60c153a6b98f24f436f2a3bc1840a178cf,10.48602716,0.104860272
0x62ed8d90756191e70db06d9ec7e0254583742594,10.4111001,0.104111001
0x6350ca7460096f3cbf3883b2c0e56094c0ac3256,10.40874481,0.104087448
0x4e0e1ce84a8e34a669515a428fa68b07247cdf4a,10.32815051,0.103281505
0x5256b789e8b7f167956007f3391b477200ffead2,10.28518201,0.10285182
0x8bd46bded24e1a938b0e2a8d49bc4c528d114f0b,10.18941791,0.101894179
0x5070b174792ea49de84a21add8c8976806912a48,10.16340042,0.101634004
0x01b436c58ad0f686756e0db49006fee788017870,10.15489862,0.101548986
0x00e9d77d9a2b60aba4a3023fba6fcb00fdad4b0e,10.0980099,0.100980099
0x18036c6e1cd5fc92272c2b6bf5186f02a5920deb,10.0790801,0.100790801
0x4ddf0a64f0aad86a9207d9d275599a788c42cdc5,10.04988941,0.100498894
0x71f945397a4d28e7ec7035ddaa9a0e3034df70e8,10.0287,0.100287
0x2c04424ae53cb73596743feb5f07b0c42d7c3d94,10.02789827,0.100278983
0x1cdf4798fc3d0812fd57e39ee83fd503e01fe4f2,10.01647415,0.100164742
0x096268a2bf24bc372942cf81551f75fd41e76dc8,10.00560982,0.100056098
0x40ff1f249e0b90dc8d264c83fedd241b4958b831,10.00009057,0.100000906
0xdfe7407a644ce42c661a6dbc68ceb7039e753bc8,10,0.1
0xb3743f3595ccf84a6df5cce9af4df1b08dd8fccb,9.99108,0.0999108
0x97336e3f9b1a28ac1a485511ccc5e2e6b5257d8e,9.9558251,0.099558251
0xf749c6af08fbe17bdc2081596c23cfb960546266,9.949995,0.09949995
0x973d3b928132e165787e272e54a65675e424349b,9.944242376,0.099442424
0x426adf85ffdfdc48162d73397d1d3079eba6dd8d,9.939574191,0.099395742
0x694aed3e6903426b4b93c95a60ac55eca349e672,9.934918431,0.099349184
0xbb4524a3cb0606b69871ab4f38106c4eec01707d,9.9,0.099
0xed309cd1fd056aebf4b95d63f2cca430a9e30ceb,9.826261678,0.098262617
0x655a45be035cbc3fd8b1058ebda6a0deddfc038b,9.604802906,0.096048029
0x465cb1a5cf1b786101954e250de76581956d0073,9.56865838,0.095686584
0xe6af80c43950dcf713d474d046dd611cc9b6da8f,9.506755096,0.095067551
0x6d25f403729c8a535666f7d59dd3bcf75f45cab5,9.488313854,0.094883139
0xff0599320e149835964236d343e486a5e26881dc,9.440830317,0.094408303
0x1c6b03df19b3555e0c3df41da046287d23691be2,9.397463806,0.093974638
0xda156456f901ef551fbe07a022fd160e106bfc4c,9.34307704,0.09343077
